Policy_ID,Customer_ID,Policy_Age,Product_Type,Vehicle_Type,Driving_History,Region,Exposure,Premium,Earned_Premium,Ultimate_Losses,Pure_Premium,Reserved_Losses
2462,205,18,Auto,Car,3,Midwest,19,748.96,748.96,6778.95,356.7870310826902,5423.16
2463,582,26,Liability,Truck,1,Midwest,27,1228.22,1228.22,1941.56,71.90950064903222,1553.25
2464,841,8,Home,Car,0,Northeast,9,615.76,615.76,357.52,39.72481909134808,286.02
2465,1720,22,Transportation,Car,3,Midwest,23,868.76,868.76,7085.55,308.0673593702078,5668.44
2466,2644,6,BOP,Car,0,South,7,535.86,535.86,0.0,0.0,0.0
2467,2298,0,Liability,Motorcycle,0,Midwest,1,691.66,691.66,0.0,0.0,0.0
2468,875,6,BOP,Truck,0,Midwest,7,734.13,734.13,0.0,0.0,0.0
2469,690,25,Liability,Truck,1,Midwest,26,1123.75,1123.75,825.52,31.750727040435507,660.42
2470,4001,6,Liability,SUV,0,South,7,698.54,698.54,130.3,18.613973393366592,104.24
2471,3142,19,Transportation,Truck,0,West,20,963.17,963.17,0.0,0.0,0.0
2472,1423,6,Home,Car,0,South,7,528.61,528.61,0.0,0.0,0.0
2473,672,7,Transportation,Van,1,South,8,654.03,654.03,958.06,119.75797457264777,766.45
2474,1172,15,BOP,Car,0,Midwest,16,611.53,611.53,0.0,0.0,0.0
2475,3727,2,Home,Car,0,West,3,414.48,414.48,183.86,61.28545635100405,147.09
2476,944,12,Auto,Motorcycle,0,Midwest,13,639.72,639.72,1352.86,104.06650656799772,1082.29
2477,1450,9,Liability,SUV,1,West,10,746.69,746.69,1798.03,179.80280416482037,1438.42
2478,3738,17,BOP,SUV,0,South,18,655.19,655.19,435.5,24.1942189420672,348.4
2479,2540,6,Transportation,Car,0,South,7,602.04,602.04,0.0,0.0,0.0
2480,3960,20,Home,SUV,1,Midwest,21,704.51,704.51,2227.26,106.05983428029695,1781.81
2481,4992,20,Home,SUV,1,South,21,729.23,729.23,3851.16,183.38868301431552,3080.93
2482,4261,29,Home,Car,1,Northeast,30,872.14,872.14,1075.49,35.84960023411455,860.39
2483,2362,4,BOP,Car,0,South,5,517.14,517.14,0.0,0.0,0.0
2484,3653,30,Home,SUV,0,South,31,804.36,804.36,0.0,0.0,0.0
2485,3671,22,Liability,Car,0,West,23,862.69,862.69,279.98,12.172883834520148,223.98
2486,1754,24,Liability,Car,0,South,25,882.81,882.81,1287.33,51.4933637577687,1029.86
2487,2353,26,BOP,Car,0,Midwest,27,749.6,749.6,1277.74,47.32376859557752,1022.19
2488,1939,23,Liability,Car,0,West,24,902.35,902.35,1835.49,76.4785677126918,1468.39
2489,371,21,Home,Car,1,South,22,664.54,664.54,2229.56,101.34356256476298,1783.65
2490,4949,6,Home,Car,1,Northeast,7,596.65,596.65,677.25,96.74977578440229,541.8
2491,4480,24,Auto,Car,1,West,25,750.65,750.65,2686.24,107.449750068474,2148.99
2492,1932,29,BOP,Van,0,West,30,823.96,823.96,0.0,0.0,0.0
2493,425,26,Auto,Car,0,South,27,819.59,819.59,1874.57,69.42869815278351,1499.66
2494,4725,21,Home,Truck,0,Northeast,22,909.0,909.0,0.0,0.0,0.0
2495,895,16,Transportation,Van,0,West,17,651.69,651.69,0.0,0.0,0.0
2496,598,3,Auto,SUV,1,Northeast,4,604.99,604.99,448.6,112.15023233985204,358.88
2497,3063,23,Home,Car,1,South,24,786.34,786.34,1446.29,60.26197595069288,1157.03
2498,2337,22,Liability,Car,0,Midwest,23,862.1,862.1,0.0,0.0,
2499,4689,15,Auto,Truck,2,West,16,962.05,962.05,3607.94,225.4962941146361,2886.35
2500,1688,18,Home,Van,0,West,19,663.2,663.2,1360.17,71.58787790732978,1088.14
2501,573,9,Home,Car,0,South,10,625.92,625.92,135.17,13.516905996633962,108.14
2502,2091,2,Auto,Car,0,Northeast,3,607.53,607.53,271.25,90.41510216385205,217.0
2503,3670,26,Liability,SUV,0,South,27,901.35,901.35,0.0,0.0,0.0
2504,4273,2,Home,Truck,1,South,3,791.42,791.42,40.41,13.470813896935667,32.33
2505,4625,27,Home,SUV,0,Northeast,28,671.51,671.51,0.0,0.0,0.0
2506,1634,30,Transportation,Motorcycle,1,South,31,762.98,762.98,3841.05,123.9048842807149,3072.84
2507,1518,16,BOP,Car,1,Northeast,17,721.0,721.0,1468.61,86.38885945250962,1174.89
2508,4294,30,Home,Truck,0,Midwest,31,981.46,981.46,1687.28,54.42838297392123,1349.82
2509,2658,9,BOP,Truck,0,Midwest,10,753.91,753.91,103.07,10.307248694096302,82.46
2510,3649,16,Home,SUV,1,West,17,732.4,732.4,1784.92,104.99516913752053,1427.94
2511,4949,21,Auto,SUV,1,Midwest,22,745.45,745.45,1012.84,46.038227922938354,810.27
2512,3589,29,Liability,SUV,1,South,30,1012.19,1012.19,0.0,0.0,0.0
2513,1538,29,BOP,Car,1,Midwest,30,846.24,846.24,2320.09,77.33624277878197,1856.07
2514,3138,16,Liability,Motorcycle,0,South,17,847.44,847.44,0.0,0.0,0.0
2515,98,20,Transportation,Truck,0,Northeast,21,893.42,893.42,0.0,0.0,0.0
2516,3216,3,Auto,Truck,0,Northeast,4,729.0,729.0,33.42,8.355636973979202,26.74
2517,4531,20,Transportation,Car,0,South,21,685.54,685.54,873.43,41.59198213818452,698.74
2518,4733,22,BOP,SUV,1,Northeast,23,746.61,746.61,2787.51,121.19597964338865,2230.01
2519,3751,5,Home,Motorcycle,0,Northeast,6,572.2,572.2,114.88,19.146294162836377,91.9
2520,3158,11,Home,Truck,0,West,12,763.19,763.19,0.0,0.0,0.0
2521,4684,24,Liability,SUV,0,Midwest,25,942.67,942.67,0.0,0.0,0.0
2522,344,21,Home,Car,1,Midwest,22,711.03,711.03,1069.47,48.61246868703296,855.58
2523,4667,24,Liability,Car,0,South,25,873.54,873.54,1308.64,52.345457268989115,1046.91
2524,611,19,Home,Truck,0,Midwest,20,869.37,869.37,0.0,0.0,0.0
2525,1728,16,Liability,Van,0,South,17,838.52,838.52,1565.25,92.0733417394443,1252.2
2526,2291,16,Liability,Car,0,Northeast,17,871.14,871.14,896.99,52.764355099622406,717.59
2527,1855,9,Auto,Car,0,South,10,605.54,605.54,910.2,91.02007982918641,728.16
2528,2609,6,Transportation,Van,2,Northeast,7,737.48,737.48,1406.81,200.9727019365391,1125.45
2529,2080,28,Liability,SUV,1,South,29,945.31,945.31,3212.89,110.78932069462468,2570.31
2530,2325,15,Auto,SUV,0,South,16,636.58,636.58,0.0,0.0,0.0
2531,4628,28,Home,Car,0,West,29,710.61,710.61,37.87,1.305963992609125,30.3
2532,1178,12,Liability,SUV,0,Northeast,13,714.4,714.4,554.97,42.68973240400865,443.98
2533,1092,2,Home,Truck,0,Midwest,3,766.52,766.52,386.39,128.7968020547293,309.11
2534,4980,1,Auto,Motorcycle,1,West,2,549.89,549.89,141.75,70.87277113838354,113.4
2535,2792,15,Home,Car,0,South,16,626.26,626.26,0.0,0.0,0.0
2536,1750,29,Liability,SUV,0,West,30,895.49,895.49,1611.94,53.731315341274176,1289.55
2537,2676,5,Home,Car,0,Northeast,6,584.04,584.04,0.0,0.0,0.0
2538,782,5,Home,Car,2,South,6,629.4,629.4,1064.41,177.4021075419019,851.53
2539,3049,12,Home,Motorcycle,1,Northeast,13,612.28,612.28,2558.28,196.79108401979937,2046.62
2540,2106,6,BOP,Car,0,West,7,561.25,561.25,0.0,0.0,0.0
2541,3868,4,Home,Car,0,Northeast,5,565.44,565.44,216.62,43.32419900769019,173.3
2542,4977,23,BOP,Car,0,West,24,721.82,721.82,1735.13,72.29697044631881,1388.1
2543,4543,6,Home,SUV,0,South,7,533.67,533.67,0.0,0.0,0.0
2544,2114,1,Auto,Car,0,West,2,512.93,512.93,0.0,0.0,0.0
2545,3971,30,BOP,SUV,2,Northeast,31,831.71,831.71,5985.38,193.0766976048106,4788.3
2546,1992,16,Liability,Motorcycle,0,Midwest,17,842.52,842.52,175.22,10.307232014559997,140.18
2547,1068,12,Transportation,Motorcycle,1,Northeast,13,688.75,688.75,656.32,50.48630548816104,525.06
2548,1578,29,Home,Truck,0,Midwest,30,1040.71,1040.71,0.0,0.0,0.0
2549,1012,24,Liability,SUV,0,West,25,848.1,848.1,0.0,0.0,0.0
2550,2275,20,Home,Car,1,South,21,671.28,671.28,965.07,45.95562681659761,772.06
2551,4870,27,Auto,Car,0,Midwest,28,695.56,695.56,705.56,25.198489892086727,564.45
2552,1815,26,Home,Motorcycle,1,Midwest,27,760.03,760.03,3868.69,143.28469653492996,3094.95
2553,2427,20,Home,Van,0,South,21,639.9,639.9,795.37,37.87456264428706,636.3
2554,4403,27,Liability,Car,0,South,28,946.17,946.17,2319.08,82.82429975357233,1855.26
2555,4875,15,Auto,Truck,0,Midwest,16,825.54,825.54,828.3,51.76902497266466,662.64
2556,2552,25,Liability,Van,1,Northeast,26,937.74,937.74,2033.68,78.21837621072287,1626.94
2557,3658,19,Liability,SUV,1,South,20,859.75,859.75,2783.29,139.16434522059356,2226.63
2558,8,1,Liability,Car,0,Midwest,2,651.39,651.39,0.0,0.0,0.0
2559,2556,4,Home,Truck,1,West,5,823.13,823.13,273.88,54.77631150901692,219.1
2560,476,17,Auto,Car,0,Midwest,18,747.31,747.31,217.69,12.093621404962049,174.15
2561,2212,27,BOP,SUV,0,Midwest,28,814.65,814.65,0.0,0.0,0.0
2562,485,6,Home,Car,0,West,7,561.52,561.52,0.0,0.0,0.0
2563,4655,10,Home,SUV,2,Midwest,11,685.11,685.11,2400.39,218.21767491799824,1920.31
2564,2286,24,Transportation,Van,1,Northeast,25,850.42,850.42,3735.57,149.42261747753437,2988.46
2565,4564,24,Home,Van,0,West,25,692.96,692.96,1352.94,54.11765697859842,1082.35
2566,3526,10,BOP,SUV,0,South,11,599.18,599.18,781.48,71.04388999369324,625.18
2567,3340,21,BOP,Car,0,Midwest,22,651.76,651.76,1046.71,47.57750488083302,837.37
2568,2823,16,Auto,Car,1,Midwest,17,768.45,768.45,1266.1,74.47662083633409,1012.88
2569,4944,15,Transportation,Motorcycle,0,Midwest,16,719.46,719.46,0.0,0.0,0.0
2570,2925,12,Liability,Truck,2,South,13,1005.21,1005.21,2379.79,183.06081348455052,1903.83
2571,259,21,Home,Car,0,Midwest,22,641.56,641.56,0.0,0.0,0.0
2572,283,4,Auto,Car,0,Midwest,5,514.72,514.72,119.17,23.834138744312636,95.34
2573,1899,19,Home,Van,0,South,20,717.91,717.91,0.0,0.0,0.0
2574,4136,15,Liability,SUV,0,Northeast,16,759.73,759.73,0.0,0.0,0.0
2575,2977,27,Transportation,Car,2,South,28,832.36,832.36,5669.29,202.47474102760953,4535.43
2576,2268,21,Home,Car,0,Midwest,22,741.0,741.0,2093.19,95.14502413103237,1674.55
2577,3201,21,BOP,Truck,0,Midwest,22,922.41,922.41,1125.8,51.17293187404617,900.64
2578,613,15,Liability,SUV,0,West,16,795.08,795.08,0.0,0.0,0.0
2579,688,15,Transportation,Truck,1,South,16,902.25,902.25,1024.15,64.00922066661386,819.32
2580,3691,13,Home,Van,0,Northeast,14,642.75,642.75,656.7,46.90708174924939,525.36
2581,613,5,Liability,SUV,0,South,6,740.28,740.28,44.03,7.338931434177192,35.22
2582,2308,1,Liability,Van,1,West,2,751.69,751.69,118.25,59.125392362543785,94.6
2583,3014,30,BOP,SUV,0,West,31,773.17,773.17,1477.23,47.65264343310267,1181.78
2584,1782,13,BOP,SUV,0,South,14,623.8,623.8,0.0,0.0,0.0
2585,2592,15,Liability,SUV,0,South,16,769.27,769.27,104.18,6.511283206751695,83.34
2586,2697,22,Transportation,Car,0,South,23,740.31,740.31,0.0,0.0,0.0
2587,3959,29,Transportation,Car,1,Northeast,30,789.55,789.55,1079.01,35.96697782288173,863.21
2588,575,19,Transportation,SUV,1,South,20,682.7,682.7,1380.5,69.02521612999169,1104.4
2589,1911,12,Liability,Car,0,West,13,745.99,745.99,283.4,21.80036455154959,226.72
2590,3605,14,Liability,Truck,1,Midwest,15,934.4,934.4,1122.69,74.84621578201255,898.15
2591,670,11,Liability,SUV,0,South,12,576.27,576.27,0.0,0.0,0.0
2592,4365,8,BOP,SUV,1,West,9,647.96,647.96,325.92,36.21381622866302,260.74
2593,1284,25,BOP,Car,1,Northeast,26,822.3,822.3,2696.95,103.72889196775446,2157.56
2594,924,17,Liability,Truck,0,Midwest,18,969.47,969.47,95.88,5.326906767909706,76.7
2595,1126,20,Auto,Truck,0,Northeast,21,890.44,890.44,0.0,0.0,0.0
2596,1530,13,Liability,Car,0,South,14,852.54,852.54,37.56,2.6831954471079436,30.05
2597,1595,19,Auto,Van,0,West,20,680.02,680.02,107.3,5.364790372020902,85.84
2598,247,24,Liability,Motorcycle,0,Midwest,25,950.6,950.6,285.71,11.42834575773671,228.57
2599,3712,3,Liability,Van,0,Northeast,4,643.4,643.4,33.3,8.324354488088305,26.64
2600,1561,7,Home,Car,0,Midwest,8,575.81,575.81,0.0,0.0,0.0
2601,2401,7,BOP,Car,0,West,8,591.01,591.01,96.33,12.04065927770671,77.06
2602,2244,21,BOP,SUV,0,South,22,682.24,682.24,0.0,0.0,0.0
2603,3865,21,Auto,Truck,0,West,22,891.71,891.71,187.58,8.52628439230144,150.06
2604,1940,15,Transportation,Car,1,West,16,688.71,688.71,2184.05,136.50295682067434,1747.24
2605,3070,26,BOP,Van,0,Midwest,27,716.42,716.42,1202.64,44.54237281899961,962.11
2606,227,23,BOP,SUV,3,South,24,887.33,887.33,7868.77,327.8655549275054,6295.02
2607,3548,27,Auto,Truck,1,South,28,1077.28,1077.28,3323.27,118.68829157821389,2658.62
2608,265,28,Auto,Truck,0,South,29,1035.74,1035.74,1751.2,60.38625092859336,1400.96
2609,1396,27,Transportation,Car,0,Midwest,28,864.95,864.95,0.0,0.0,0.0
2610,3558,9,BOP,Van,0,Midwest,10,566.01,566.01,0.0,0.0,0.0
2611,646,24,Home,SUV,0,South,25,711.45,711.45,1559.08,62.36305412352785,1247.26
2612,2991,30,Liability,Car,2,West,31,1078.27,1078.27,7904.77,254.99272729713616,6323.82
2613,1900,20,Liability,Car,1,Midwest,21,966.94,966.94,2996.09,142.67091171816864,2396.87
2614,2505,26,Home,SUV,0,Midwest,27,812.04,812.04,0.0,0.0,0.0
2615,2773,16,Liability,Car,1,West,17,891.15,891.15,3067.31,180.42997509188746,2453.85
2616,1155,0,Home,Van,0,South,1,458.06,458.06,0.0,0.0,0.0
2617,588,30,Auto,Van,1,Midwest,31,811.81,811.81,2184.07,70.45393729383517,1747.26
2618,4572,17,Home,SUV,2,South,18,794.46,794.46,2548.04,141.55788110630195,2038.43
2619,1822,9,Liability,SUV,1,West,10,809.85,809.85,730.57,73.05721543456136,584.46
2620,986,25,Liability,Truck,0,South,26,1091.78,1091.78,69.8,2.6846935852913045,55.84
2621,4080,20,Liability,Car,1,Northeast,21,922.21,922.21,1580.45,75.25942396123367,1264.36
2622,3349,3,Liability,SUV,1,Midwest,4,733.73,733.73,514.42,128.60408295527137,411.54
2623,3832,0,Transportation,Car,1,Midwest,1,587.67,587.67,117.12,117.11533061179352,93.7
2624,1242,3,Liability,Truck,0,West,4,851.12,851.12,122.27,30.567516473203604,97.82
2625,190,3,BOP,Car,0,South,4,458.51,458.51,221.2,55.30055574452758,176.96
2626,981,25,BOP,Car,0,West,26,685.71,685.71,1560.05,60.0019867361264,1248.04
2627,1699,3,Liability,Car,1,Northeast,4,693.64,693.64,411.14,102.78564958004497,328.91
2628,1716,16,Transportation,SUV,0,Northeast,17,630.92,630.92,168.73,9.925239913757313,134.98
2629,2594,8,Transportation,Truck,0,South,9,778.22,778.22,0.0,0.0,0.0
2630,4137,29,Transportation,Car,0,Midwest,30,747.23,747.23,3087.37,102.91248398268107,2469.9
2631,4434,18,Home,Truck,0,South,19,824.66,824.66,0.0,0.0,0.0
2632,1099,12,Home,Car,1,South,13,593.15,593.15,687.75,52.9038472674271,550.2
2633,2327,3,Liability,SUV,0,Midwest,4,689.08,689.08,0.0,0.0,0.0
2634,3248,4,BOP,Truck,0,West,5,738.73,738.73,0.0,0.0,0.0
2635,896,28,Transportation,Car,0,South,29,789.48,789.48,0.0,0.0,0.0
2636,1675,12,Liability,Car,0,Midwest,13,746.17,746.17,35.22,2.7090254575285733,28.18
2637,2910,22,BOP,Van,0,Midwest,23,809.3,809.3,0.0,0.0,0.0
2638,931,15,Auto,Truck,1,South,16,840.95,840.95,1676.3,104.76849282945072,1341.04
2639,4385,21,Liability,Car,1,Midwest,22,912.86,912.86,671.3,30.51370594073009,537.04
2640,724,4,Home,Truck,0,Midwest,5,629.44,629.44,0.0,0.0,0.0
2641,2941,7,Transportation,Car,1,South,8,640.01,640.01,1022.19,127.77370618437268,817.75
2642,1090,15,BOP,Car,0,Northeast,16,611.35,611.35,393.03,24.56451489763606,314.42
2643,4579,29,BOP,SUV,1,West,30,772.85,772.85,3294.16,109.80533952164946,2635.33
2644,936,0,Home,Car,0,Midwest,1,522.35,522.35,35.56,35.56495684406728,28.45
2645,2296,22,Liability,SUV,0,Midwest,23,809.08,809.08,0.0,0.0,0.0
2646,156,27,Liability,Truck,0,Northeast,28,1078.05,1078.05,780.7,27.881970767091097,624.56
2647,1071,5,Auto,Car,0,South,6,598.49,598.49,0.0,0.0,0.0
2648,1959,10,Transportation,SUV,1,Northeast,11,657.5,657.5,459.31,41.75561246027782,367.45
2649,2502,15,BOP,Car,1,West,16,680.5,680.5,1659.27,103.70421169496025,1327.42
2650,4220,4,Liability,SUV,1,Midwest,5,746.8,746.8,744.23,148.84506976224245,595.38
2651,3831,15,Transportation,SUV,1,West,16,679.36,679.36,1471.82,91.98897856876368,1177.46
2652,855,6,Liability,Van,0,Midwest,7,741.93,741.93,0.0,0.0,0.0
2653,640,18,BOP,Car,0,South,19,671.74,671.74,422.72,22.248266721827285,338.18
2654,2239,0,Liability,Car,1,South,1,652.28,652.28,24.12,24.120703609696676,19.3
2655,1603,8,BOP,Truck,1,South,9,755.37,755.37,1153.33,128.14786892321086,922.66
2656,442,17,Home,Car,2,South,18,825.99,825.99,2499.5,138.8612381359179,1999.6
2657,4629,12,Home,Truck,2,South,13,849.2,849.2,2820.34,216.94908257390827,2256.27
2658,1337,25,BOP,Car,1,Midwest,26,837.14,837.14,4122.2,158.54619265451183,3297.76
2659,3701,14,Liability,Truck,1,Midwest,15,996.2,996.2,736.61,49.107144238937,589.29
2660,949,2,Liability,Car,0,South,3,636.76,636.76,261.93,87.30940198481161,209.54
2661,3374,23,Transportation,SUV,1,West,24,841.89,841.89,3539.96,147.49815886567268,2831.97
2662,460,27,Liability,SUV,0,South,28,885.89,885.89,904.52,32.3041797397842,723.62
2663,4647,9,Liability,Car,0,Midwest,10,726.01,726.01,0.0,0.0,0.0
2664,393,8,Auto,SUV,1,South,9,687.81,687.81,1360.86,151.20675377057967,1088.69
2665,3939,12,BOP,Car,0,South,13,650.17,650.17,54.03,4.15621966896762,43.22
2666,1788,15,Auto,Car,0,Midwest,16,682.86,682.86,220.16,13.760124193485575,176.13
2667,4941,2,BOP,Car,0,Midwest,3,478.53,478.53,248.94,82.97992927802827,199.15
2668,2258,21,Liability,SUV,0,Northeast,22,815.93,815.93,340.01,15.455181433728285,272.01
2669,1139,22,Transportation,Truck,0,Northeast,23,947.54,947.54,201.08,8.742621007587962,160.86
2670,3809,14,BOP,Car,0,West,15,639.94,639.94,20.96,1.3972643077401359,16.77
2671,4742,16,BOP,Van,4,Midwest,17,857.4,857.4,6220.31,365.90040306062195,4976.25
2672,2455,13,Liability,Car,0,Midwest,14,718.28,718.28,325.45,23.246122777973106,260.36
2673,1467,6,Auto,Van,1,Midwest,7,574.89,574.89,633.83,90.54772099297189,507.06
2674,3675,19,Liability,Car,0,Northeast,20,754.23,754.23,1356.77,67.83847999959791,1085.42
2675,1378,15,Transportation,SUV,0,West,16,656.08,656.08,999.34,62.45869499869866,799.47
2676,2598,20,Home,Motorcycle,0,Midwest,21,721.12,721.12,0.0,0.0,0.0
2677,142,7,Home,SUV,0,Northeast,8,615.91,615.91,0.0,0.0,0.0
2678,2660,3,Home,Van,0,West,4,457.61,457.61,0.0,0.0,0.0
2679,4597,30,Liability,SUV,1,South,31,1033.63,1033.63,0.0,0.0,0.0
2680,840,19,BOP,Truck,0,South,20,886.37,886.37,456.55,22.82736051112519,365.24
2681,3619,23,Liability,SUV,0,Midwest,24,931.76,931.76,0.0,0.0,0.0
2682,3918,14,Liability,SUV,1,Midwest,15,749.84,749.84,1994.26,132.95081580345922,1595.41
2683,596,4,BOP,Car,0,West,5,618.48,618.48,0.0,0.0,0.0
2684,1905,12,BOP,Van,0,South,13,609.25,609.25,0.0,0.0,0.0
2685,281,5,Auto,Truck,0,Midwest,6,759.67,759.67,0.0,0.0,0.0
2686,424,27,Auto,Car,0,Northeast,28,728.24,728.24,0.0,0.0,0.0
2687,4366,26,BOP,Truck,0,West,27,910.52,910.52,0.0,0.0,0.0
2688,4250,29,BOP,Motorcycle,0,West,30,814.94,814.94,1213.11,40.437145653818774,970.49
2689,1751,4,BOP,Truck,0,South,5,723.0,723.0,0.0,0.0,0.0
2690,4758,16,Liability,Truck,0,South,17,1090.81,1090.81,0.0,0.0,0.0
2691,1968,6,Liability,Car,0,South,7,695.25,695.25,420.25,60.03535211713044,336.2
2692,4089,5,Auto,Motorcycle,0,West,6,591.55,591.55,372.65,62.10908881569739,298.12
2693,4179,1,BOP,Van,2,South,2,598.83,598.83,416.74,208.36874575150276,333.39
2694,2947,10,Liability,Car,0,Northeast,11,607.57,607.57,0.0,0.0,0.0
2695,1450,6,BOP,Motorcycle,3,Northeast,7,688.67,688.67,1999.5,285.64351803521714,1599.6
2696,2332,21,Auto,Car,0,West,22,747.05,747.05,0.0,0.0,0.0
2697,2221,20,Auto,Car,1,West,21,757.23,757.23,2004.61,95.45779602377714,1603.69
2698,3790,7,Home,Truck,1,South,8,794.51,794.51,9.59,1.1987698017639445,7.67
2699,2811,4,Liability,Car,2,Northeast,5,800.95,800.95,1266.47,253.29345802426235,1013.18
2700,4729,26,BOP,SUV,0,South,27,823.4,823.4,0.0,0.0,0.0
2701,1532,17,Liability,Motorcycle,0,South,18,872.99,872.99,0.0,0.0,0.0
2702,4883,21,Liability,Car,1,Northeast,22,837.09,837.09,863.87,39.26702081176998,691.1
2703,2991,15,Home,Truck,0,West,16,851.24,851.24,0.0,0.0,0.0
2704,4494,13,Liability,Van,1,Midwest,14,838.22,838.22,1669.75,119.26750804409659,1335.8
2705,1144,11,Liability,Car,1,Midwest,12,755.05,755.05,965.43,80.45274314558345,772.34
2706,934,16,Transportation,Truck,0,Midwest,17,820.4,820.4,0.0,0.0,0.0
2707,1461,4,Liability,Van,0,South,5,641.75,641.75,0.0,0.0,0.0
2708,2724,13,Transportation,Van,0,Northeast,14,585.21,585.21,625.23,44.65954799643648,500.18
2709,2513,5,Liability,Truck,0,South,6,823.26,823.26,174.03,29.00543482776172,139.22
2710,286,14,BOP,Car,0,Northeast,15,630.32,630.32,189.3,12.620287243588171,151.44
2711,265,6,Liability,Car,0,West,7,744.71,744.71,0.0,0.0,0.0
2712,2368,13,Auto,Car,0,West,14,598.52,598.52,0.0,0.0,0.0
2713,3448,17,Liability,Motorcycle,0,Midwest,18,901.68,901.68,0.0,0.0,0.0
2714,4917,0,Liability,Car,2,Northeast,1,814.13,814.13,285.76,285.7614585628565,228.61
2715,1763,5,BOP,SUV,0,South,6,534.26,534.26,29.29,4.8811506282941615,23.43
2716,3049,2,Home,Truck,1,Midwest,3,756.98,756.98,215.29,71.76292579727303,172.23
2717,2382,4,Home,Car,1,West,5,653.13,653.13,939.14,187.82844293304575,751.31
2718,2270,11,Liability,Car,0,Midwest,12,724.51,724.51,466.75,38.895936144955215,373.4
2719,41,30,Liability,Truck,1,West,31,1211.93,1211.93,4355.04,140.48527091205858,3484.03
2720,68,10,Auto,Car,0,Northeast,11,646.55,646.55,719.48,65.40754268555018,575.58
2721,988,12,Home,SUV,0,South,13,594.42,594.42,635.85,48.91153952689336,508.68
2722,4009,15,Transportation,Van,0,South,16,645.8,645.8,0.0,0.0,0.0
2723,3199,30,Liability,Van,1,South,31,937.01,937.01,2828.81,91.25184976279644,2263.05
2724,4791,17,Liability,SUV,0,West,18,762.49,762.49,346.35,19.241447857411156,277.08
2725,2525,30,Home,SUV,1,West,31,925.61,925.61,3267.8,105.41293127343336,2614.24
2726,1086,16,Transportation,Motorcycle,0,West,17,679.0,679.0,0.0,0.0,0.0
2727,2480,16,Transportation,Truck,0,South,17,894.78,894.78,0.0,0.0,0.0
2728,1694,28,BOP,SUV,1,South,29,849.85,849.85,2866.42,98.8420863500201,2293.14
2729,2316,10,Transportation,Car,1,Midwest,11,656.07,656.07,134.19,12.198774150585692,107.35
2730,779,19,Home,Car,0,Northeast,20,663.82,663.82,0.0,0.0,0.0
2731,4590,9,Auto,SUV,1,South,10,727.58,727.58,757.2,75.71994970725558,605.76
2732,1586,28,BOP,Van,0,Northeast,29,715.73,715.73,107.25,3.6982789307032435,85.8
2733,1493,15,Home,Truck,1,Northeast,16,840.31,840.31,2090.37,130.64812988145997,1672.3
2734,661,1,Transportation,Truck,1,Midwest,2,728.34,728.34,289.97,144.98328807799209,231.98
2735,1349,16,Auto,Truck,0,Northeast,17,879.62,879.62,251.0,14.764910474366927,200.8
2736,1300,21,Home,Truck,0,South,22,918.39,918.39,1082.64,49.211077673426544,866.11
2737,3941,29,Auto,Truck,1,South,30,999.11,999.11,1863.77,62.125753142617654,1491.02
2738,1987,19,Auto,Van,0,South,20,672.91,672.91,0.0,0.0,0.0
2739,2045,9,Liability,Truck,0,South,10,917.41,917.41,0.0,0.0,0.0
2740,3517,12,Home,Car,2,South,13,731.54,731.54,3028.48,232.9596676708534,2422.78
2741,1059,11,Transportation,SUV,1,Midwest,12,636.53,636.53,1689.48,140.78965806487193,1351.58
2742,977,14,Liability,Car,1,Northeast,15,923.25,923.25,2429.53,161.9684746740678,1943.62
2743,4578,6,BOP,SUV,1,South,7,595.37,595.37,891.41,127.34358136617342,713.13
2744,728,26,BOP,Truck,0,South,27,945.69,945.69,2634.05,97.55724060182357,2107.24
2745,2528,21,Home,SUV,1,Midwest,22,795.2,795.2,3053.02,138.77362761750123,2442.42
2746,3137,20,Liability,Car,1,South,21,926.61,926.61,2032.14,96.76837991449437,1625.71
2747,343,25,Auto,Car,0,West,26,806.77,806.77,1288.28,49.54924143327171,1030.62
2748,1448,27,Home,Car,1,South,28,867.71,867.71,4979.38,177.83497659346585,3983.5
2749,2380,12,Home,Motorcycle,2,Northeast,13,708.25,708.25,1671.07,128.54368758956565,1336.86
2750,3660,11,Liability,Car,0,Midwest,12,817.23,817.23,0.0,0.0,0.0
2751,527,11,Transportation,Truck,1,Northeast,12,839.66,839.66,599.82,49.98509689226282,479.86
2752,1897,27,Liability,Van,0,Midwest,28,864.93,864.93,0.0,0.0,0.0
2753,4755,1,Liability,Car,0,Northeast,2,657.96,657.96,0.0,0.0,0.0
2754,2074,4,Home,SUV,1,South,5,609.01,609.01,629.0,125.79967020534713,503.2
2755,4916,24,Home,SUV,1,Midwest,25,800.76,800.76,4090.28,163.61103854847732,3272.22
2756,406,24,BOP,SUV,0,South,25,762.49,762.49,1581.42,63.25678963875845,1265.14
2757,1574,1,Home,Van,0,Midwest,2,470.56,470.56,87.17,43.58605554073968,69.74
2758,4601,22,BOP,Truck,1,Northeast,23,1000.27,1000.27,2667.99,115.99940617654458,2134.39
2759,3741,25,Liability,Motorcycle,1,Northeast,26,1018.98,1018.98,1413.14,54.35154856742847,1130.51
2760,4275,29,Transportation,Motorcycle,0,South,30,751.03,751.03,1792.09,59.736170565681256,1433.67
