Claim_ID,Policy_ID,Claim_Date,Claim_Amount,Claim_Type,Severity
542,1877,2020-03-16,5.06,Property Damage,5.06
543,1878,2022-03-04,0.0,Property Damage,0.0
544,1879,2024-12-31,34.25,Comprehensive,34.25
545,1882,2003-09-30,0.1,Bodily Injury,0.1
546,1886,2023-10-24,0.0,Collision,0.0
547,1887,2024-12-31,142.68,Property Damage,142.68
548,1890,2014-07-12,219.45,Property Damage,219.45
549,1890,2019-08-28,177.99,Bodily Injury,177.99
550,1894,2006-12-14,46.16,Bodily Injury,46.16
551,1897,2010-07-26,156.51,Property Damage,156.51
552,1902,2023-01-10,55.09,Collision,55.09
553,1902,2015-07-31,48.35,Property Damage,48.35
554,1902,2015-05-18,32.14,Property Damage,32.14
555,1906,2024-03-27,7.28,Property Damage,7.28
556,1907,2016-12-19,70.32,Property Damage,70.32
557,1910,2011-05-08,121.39,Bodily Injury,121.39
558,1910,2017-02-19,280.32,Property Damage,280.32
559,1911,2018-03-17,12.17,Property Damage,12.17
560,1914,2007-08-18,15.22,Property Damage,15.22
561,1919,2021-11-19,54.64,Property Damage,54.64
562,1922,2023-11-27,117.44,Comprehensive,117.44
563,1923,2021-07-21,73.93,Bodily Injury,73.93
564,1925,2004-02-24,190.79,Bodily Injury,190.79
565,1925,2019-03-04,187.93,Bodily Injury,187.93
566,1927,2021-09-07,85.69,Bodily Injury,85.69
567,1935,2018-01-13,0.0,Property Damage,0.0
568,1937,2010-04-03,72.69,Property Damage,72.69
569,1940,1998-03-27,150.53,Bodily Injury,150.53
570,1943,2024-11-02,0.0,Comprehensive,0.0
571,1946,2024-12-31,121.69,Bodily Injury,121.69
572,1946,2024-12-31,103.29,Collision,103.29
573,1953,2014-10-18,0.0,Property Damage,0.0
574,1955,2007-07-21,0.0,Property Damage,0.0
575,1959,2020-11-27,12.16,Bodily Injury,12.16
576,1970,2024-01-01,454.23,Property Damage,454.23
577,1970,2023-10-27,474.63,Property Damage,474.63
578,1971,2006-03-31,7.17,Property Damage,7.17
579,1972,2017-01-14,46.73,Bodily Injury,46.73
580,1973,2007-07-18,0.0,Collision,0.0
581,1975,2020-05-17,0.0,Property Damage,0.0
582,1976,2012-06-02,18.85,Property Damage,18.85
583,1979,2023-07-03,0.0,Bodily Injury,0.0
584,1986,2013-08-20,152.51,Property Damage,152.51
585,1992,2020-08-17,109.46,Collision,109.46
586,1992,2022-07-16,58.95,Bodily Injury,58.95
587,1993,2024-08-03,0.0,Property Damage,0.0
588,1998,2023-07-16,254.88,Property Damage,254.88
589,2000,2019-03-21,54.41,Bodily Injury,54.41
590,2001,2024-03-26,52.73,Property Damage,52.73
591,2002,2021-10-15,16.71,Bodily Injury,16.71
592,2005,2021-11-18,60.28,Bodily Injury,60.28
593,2006,2023-01-07,0.0,Bodily Injury,0.0
594,2007,2023-01-04,0.0,Comprehensive,0.0
595,2007,2023-12-26,0.0,Collision,0.0
596,2018,2024-06-07,0.0,Bodily Injury,0.0
597,2021,2023-01-25,170.63,Bodily Injury,170.63
598,2021,2017-04-02,118.69,Comprehensive,118.69
599,2022,2021-08-18,0.88,Comprehensive,0.88
600,2025,2014-10-10,49.6,Property Damage,49.6
601,2028,2012-05-11,41.45,Bodily Injury,41.45
602,2029,2020-02-02,77.53,Property Damage,77.53
603,2036,2024-11-09,110.4,Property Damage,110.4
604,2045,2007-12-24,45.61,Comprehensive,45.61
605,2048,2022-09-14,244.32,Property Damage,244.32
606,2051,2022-04-12,2.39,Property Damage,2.39
607,2054,2024-04-23,150.48,Bodily Injury,150.48
608,2055,2006-03-25,174.42,Bodily Injury,174.42
609,2055,2023-09-07,46.44,Property Damage,46.44
610,2060,2006-08-13,61.74,Comprehensive,61.74
611,2063,2017-12-30,0.0,Property Damage,0.0
612,2064,2020-07-21,0.0,Collision,0.0
613,2064,2010-11-19,0.0,Property Damage,0.0
614,2065,2024-04-12,0.0,Property Damage,0.0
615,2068,2024-09-09,10.3,Property Damage,10.3
616,2070,2016-03-31,214.35,Property Damage,214.35
617,2075,2017-07-14,272.07,Bodily Injury,272.07
618,2078,2023-09-08,35.15,Property Damage,35.15
619,2079,2021-11-25,0.0,Collision,0.0
620,2079,1995-05-26,0.0,Property Damage,0.0
621,2081,2023-08-11,112.13,Bodily Injury,112.13
622,2083,2022-10-29,108.44,Property Damage,108.44
623,2086,2022-09-09,0.0,Bodily Injury,0.0
624,2088,2017-09-18,0.0,Bodily Injury,0.0
625,2095,2011-02-24,23.49,Property Damage,23.49
626,2097,2023-05-30,47.12,Collision,47.12
627,2100,2023-08-01,0.0,Property Damage,0.0
628,2106,2010-07-12,11.62,Property Damage,11.62
629,2108,2024-10-18,0.0,Property Damage,0.0
630,2110,2006-09-11,81.42,Collision,81.42
631,2111,2012-11-13,123.04,Property Damage,123.04
632,2113,2018-01-21,129.76,Property Damage,129.76
633,2113,2012-02-14,75.1,Collision,75.1
634,2114,2024-12-31,6.19,Property Damage,6.19
635,2126,2005-03-12,0.0,Bodily Injury,0.0
636,2131,2015-05-19,56.0,Comprehensive,56.0
637,2136,2022-07-26,0.0,Bodily Injury,0.0
638,2136,2024-10-10,0.0,Bodily Injury,0.0
639,2140,2018-08-15,66.89,Collision,66.89
640,2143,2022-12-31,11.24,Property Damage,11.24
641,2144,2019-07-04,121.68,Property Damage,121.68
642,2145,2023-04-10,30.17,Collision,30.17
643,2147,2024-04-22,158.1,Comprehensive,158.1
644,2158,2024-12-31,43.48,Bodily Injury,43.48
645,2161,2022-05-17,25.45,Bodily Injury,25.45
646,2170,2014-01-12,160.15,Bodily Injury,160.15
647,2174,2023-08-02,10.46,Bodily Injury,10.46
648,2183,2024-01-08,0.0,Bodily Injury,0.0
649,2183,2023-08-17,0.0,Comprehensive,0.0
650,2186,2013-07-22,122.17,Collision,122.17
651,2197,2016-07-05,194.94,Property Damage,194.94
652,2203,2006-05-16,0.0,Property Damage,0.0
653,2211,2024-04-30,438.66,Bodily Injury,438.66
654,2215,2008-12-07,0.46,Collision,0.46
655,2220,2013-08-10,91.32,Collision,91.32
656,2228,2024-09-03,221.76,Property Damage,221.76
657,2230,2024-03-13,22.84,Bodily Injury,22.84
658,2231,2010-09-09,0.0,Bodily Injury,0.0
659,2237,2024-07-08,48.28,Property Damage,48.28
660,2238,2016-08-02,100.93,Collision,100.93
661,2247,2014-11-21,0.0,Bodily Injury,0.0
662,2251,2022-05-11,233.95,Bodily Injury,233.95
663,2256,2009-01-06,174.51,Property Damage,174.51
664,2258,2024-03-02,8.81,Bodily Injury,8.81
665,2260,2018-10-15,169.81,Collision,169.81
666,2264,2019-05-09,45.99,Property Damage,45.99
667,2269,2010-01-06,9.94,Comprehensive,9.94
668,2272,2021-09-10,43.14,Collision,43.14
669,2273,2021-11-27,,Collision,126.07
670,2275,2019-03-13,0.0,Bodily Injury,0.0
671,2277,2020-02-17,337.72,Property Damage,337.72
672,2278,2018-03-02,0.0,Bodily Injury,0.0
673,2283,2023-01-23,0.0,Bodily Injury,0.0
674,2286,2017-12-01,0.0,Collision,0.0
675,2296,2018-05-23,0.0,Collision,0.0
676,2300,2003-03-13,0.0,Property Damage,0.0
677,2303,2021-04-21,148.86,Property Damage,148.86
678,2309,2024-12-31,0.0,Bodily Injury,0.0
679,2311,2024-12-31,159.82,Property Damage,159.82
680,2320,2023-06-09,49.26,Property Damage,49.26
681,2321,2024-09-28,78.99,Property Damage,78.99
682,2322,2015-11-14,0.0,Collision,0.0
683,2322,2014-12-28,0.0,Bodily Injury,0.0
684,2324,2023-03-10,210.08,Property Damage,210.08
685,2324,2011-01-31,77.24,Bodily Injury,77.24
686,2326,2015-10-28,0.0,Collision,0.0
687,2329,2021-03-16,0.0,Property Damage,0.0
688,2333,2016-06-03,226.3,Bodily Injury,226.3
689,2343,2021-11-02,0.0,Collision,0.0
690,2344,2006-07-20,111.23,Property Damage,111.23
691,2346,2024-07-31,95.96,Comprehensive,95.96
692,2346,2010-08-15,144.48,Bodily Injury,144.48
693,2350,2024-07-06,0.0,Bodily Injury,0.0
694,2353,2024-10-09,194.42,Property Damage,194.42
695,2354,1999-02-28,0.0,Collision,0.0
696,2354,2023-07-07,0.0,Bodily Injury,0.0
697,2368,2013-01-01,14.37,Comprehensive,14.37
698,2373,2004-02-22,0.0,Bodily Injury,0.0
699,2378,2024-01-22,32.2,Bodily Injury,32.2
700,2378,2014-10-05,30.77,Bodily Injury,30.77
701,2384,2023-07-30,0.0,Bodily Injury,0.0
702,2385,2019-10-09,0.0,Collision,0.0
703,2385,2007-02-04,0.0,Property Damage,0.0
704,2387,2006-09-13,60.56,Bodily Injury,60.56
705,2388,2013-10-10,0.0,Bodily Injury,0.0
706,2389,2018-07-05,76.37,Bodily Injury,76.37
707,2402,2010-08-31,0.0,Bodily Injury,0.0
708,2403,2014-09-17,194.13,Property Damage,194.13
709,2403,2021-04-27,220.45,Property Damage,220.45
710,2408,2013-12-29,140.51,Property Damage,140.51
711,2413,2009-11-30,38.1,Bodily Injury,38.1
712,2414,2018-08-25,251.63,Property Damage,251.63
713,2422,2024-03-24,12.13,Property Damage,12.13
714,2424,2019-04-05,7.16,Collision,7.16
715,2426,2018-09-23,0.0,Collision,0.0
716,2427,2022-09-03,72.75,Comprehensive,72.75
717,2453,2019-10-23,0.0,Collision,0.0
718,2453,2021-11-12,0.0,Collision,0.0
719,2455,2018-05-21,0.0,Collision,0.0
720,2457,2020-09-04,24.89,Collision,24.89
721,2459,2022-05-26,0.0,Bodily Injury,0.0
722,2459,2023-09-16,0.0,Property Damage,0.0
723,2465,2019-03-20,202.81,Bodily Injury,202.81
724,2465,2014-10-25,437.17,Collision,437.17
725,2466,2023-10-10,0.0,Property Damage,0.0
726,2467,2024-12-31,0.0,Collision,0.0
727,2469,2022-07-23,40.09,Property Damage,40.09
728,2469,2011-12-30,17.79,Property Damage,17.79
729,2471,2016-01-27,0.0,Collision,0.0
730,2473,2018-10-17,214.06,Bodily Injury,214.06
731,2485,2007-10-05,15.0,Collision,15.0
732,2498,2012-12-01,0.0,Bodily Injury,0.0
733,2502,2024-03-22,104.47,Property Damage,104.47
734,2502,2024-03-09,107.24,Comprehensive,107.24
735,2503,2008-06-02,0.0,Comprehensive,0.0
736,2509,2016-02-05,10.15,Comprehensive,10.15
737,2510,2022-07-19,191.33,Collision,191.33
738,2510,2023-01-07,86.16,Collision,86.16
739,2513,2007-02-06,150.11,Property Damage,150.11
740,2524,2011-05-10,0.0,Bodily Injury,0.0
741,2528,2022-01-18,204.68,Property Damage,204.68
742,2530,2022-12-08,0.0,Property Damage,0.0
743,2532,2017-09-17,53.15,Collision,53.15
744,2533,2024-05-04,177.33,Collision,177.33
745,2535,2013-04-09,0.0,Comprehensive,0.0
746,2541,2022-03-02,70.31,Collision,70.31
747,2542,2002-01-09,91.49,Property Damage,91.49
748,2545,2017-12-25,126.71,Collision,126.71
749,2552,2000-11-20,243.42,Property Damage,243.42
750,2554,2002-03-16,153.45,Property Damage,153.45
751,2555,2013-12-16,26.36,Property Damage,26.36
752,2557,2014-05-30,238.01,Collision,238.01
753,2562,2019-08-03,0.0,Comprehensive,0.0
754,2566,2020-12-22,40.89,Bodily Injury,40.89
755,2568,2010-06-11,87.02,Comprehensive,87.02
756,2568,2024-11-10,83.67,Bodily Injury,83.67
757,2570,2013-05-11,144.26,Comprehensive,144.26
758,2573,2011-02-24,0.0,Bodily Injury,0.0
759,2575,2019-03-18,253.99,Comprehensive,253.99
760,2577,2012-11-05,67.74,Property Damage,67.74
761,2583,2023-12-11,34.25,Property Damage,34.25
762,2587,2021-12-09,49.63,Property Damage,49.63
763,2592,2017-05-24,32.05,Property Damage,32.05
764,2599,2022-05-13,6.2,Bodily Injury,6.2
765,2600,2020-10-12,0.0,Bodily Injury,0.0
766,2600,2018-02-19,0.0,Collision,0.0
767,2601,2018-02-23,23.35,Property Damage,23.35
768,2609,2008-12-30,0.0,Comprehensive,0.0
769,2610,2019-04-08,0.0,Collision,0.0
770,2611,2020-10-04,51.43,Collision,51.43
771,2615,2021-11-20,215.12,Comprehensive,215.12
772,2618,2012-10-15,165.58,Property Damage,165.58
773,2620,2007-10-22,3.2,Comprehensive,3.2
774,2625,2022-09-17,44.22,Property Damage,44.22
775,2632,2024-10-25,93.38,Property Damage,93.38
776,2633,2023-12-02,0.0,Bodily Injury,0.0
777,2634,2023-07-25,0.0,Bodily Injury,0.0
778,2638,2023-10-07,109.37,Property Damage,109.37
779,2644,2024-12-31,36.31,Bodily Injury,36.31
780,2652,2021-11-27,0.0,Property Damage,0.0
781,2656,2010-11-01,276.27,Property Damage,276.27
782,2659,2022-07-06,89.74,Collision,89.74
783,2661,2019-07-22,279.02,Property Damage,279.02
784,2663,2020-08-09,0.0,Property Damage,0.0
785,2676,2016-07-19,0.0,Property Damage,0.0
786,2680,2011-01-09,11.88,Property Damage,11.88
787,2687,2010-07-04,0.0,Property Damage,0.0
788,2689,2021-07-13,0.0,Bodily Injury,0.0
789,2697,2021-07-23,99.73,Property Damage,99.73
790,2698,2024-09-14,1.77,Bodily Injury,1.77
791,2709,2023-10-08,38.55,Bodily Injury,38.55
792,2709,2022-09-08,57.14,Property Damage,57.14
793,2711,2021-03-08,0.0,Bodily Injury,0.0
794,2712,2024-07-07,0.0,Bodily Injury,0.0
795,2712,2013-02-09,0.0,Bodily Injury,0.0
796,2714,2024-12-31,285.04,Property Damage,285.04
797,2721,2024-06-17,61.88,Property Damage,61.88
798,2740,2022-07-05,290.0,Bodily Injury,290.0
799,2740,2015-05-05,298.35,Bodily Injury,298.35
800,2742,2015-08-16,288.0,Property Damage,288.0
801,2749,2015-11-15,201.98,Comprehensive,201.98
802,2751,2023-05-05,38.34,Property Damage,38.34
803,2752,2012-08-31,0.0,Property Damage,0.0
804,2758,2007-05-24,88.47,Property Damage,88.47
805,2767,2024-12-31,51.83,Collision,51.83
806,2772,2003-01-12,0.0,Comprehensive,0.0
807,2781,2017-03-05,45.23,Collision,45.23
808,2783,2023-07-31,16.83,Collision,16.83
809,2790,2019-09-05,46.16,Property Damage,46.16
810,2790,2023-02-10,42.34,Collision,42.34
811,2792,2007-11-07,198.3,Property Damage,198.3
812,2797,2013-05-27,0.0,Property Damage,0.0
813,2799,2024-06-05,50.99,Property Damage,50.99
814,2802,2014-07-05,27.24,Bodily Injury,27.24
815,2805,2024-10-17,89.72,Collision,89.72
816,2807,2022-07-03,0.0,Bodily Injury,0.0
817,2808,2024-12-31,85.09,Property Damage,85.09
818,2817,2019-10-03,34.33,Bodily Injury,34.33
819,2820,2020-01-03,148.47,Bodily Injury,148.47
820,2820,2019-12-11,86.82,Bodily Injury,86.82
821,2821,1996-12-15,75.96,Property Damage,75.96
822,2821,2018-05-07,129.63,Property Damage,129.63
823,2824,1999-06-02,35.87,Property Damage,35.87
824,2834,2024-12-31,279.46,Comprehensive,279.46
825,2842,2024-12-31,12.36,Collision,12.36
826,2842,2024-12-31,18.39,Property Damage,18.39
827,2855,2010-01-29,0.0,Property Damage,0.0
828,2859,2020-12-26,69.2,Property Damage,69.2
829,2859,2020-04-17,66.62,Bodily Injury,66.62
830,2859,2023-05-20,87.06,Property Damage,87.06
831,2860,2024-04-18,67.38,Collision,67.38
832,2861,2018-09-07,0.0,Collision,0.0
833,2862,2024-03-25,166.17,Bodily Injury,166.17
834,2864,2024-02-20,112.3,Collision,112.3
835,2864,2023-06-14,124.77,Bodily Injury,124.77
836,2871,2010-11-28,0.0,Property Damage,0.0
837,2871,2015-08-26,0.0,Bodily Injury,0.0
838,2872,2022-12-30,103.69,Bodily Injury,103.69
839,2875,2024-07-03,137.63,Bodily Injury,137.63
840,2877,2018-10-13,0.0,Property Damage,0.0
841,2877,2018-01-08,0.0,Property Damage,0.0
842,2879,2022-09-28,38.67,Comprehensive,38.67
843,2882,2021-09-13,0.0,Comprehensive,0.0
844,2882,2010-11-20,0.0,Comprehensive,0.0
845,2883,2011-03-14,0.0,Bodily Injury,0.0
846,2883,2010-12-21,0.0,Collision,0.0
847,2901,2012-06-30,0.0,Comprehensive,0.0
848,2902,2024-02-15,0.0,Comprehensive,0.0
849,2905,2003-01-17,56.39,Property Damage,56.39
850,2906,2018-06-10,252.39,Property Damage,252.39
851,2907,2022-09-19,231.11,Bodily Injury,231.11
852,2908,2020-07-11,0.0,Collision,0.0
853,2909,2011-02-15,231.79,Bodily Injury,231.79
854,2910,2022-12-23,169.37,Collision,169.37
855,2915,2002-12-22,308.16,Bodily Injury,308.16
856,2917,2024-01-23,275.96,Collision,275.96
857,2920,2012-03-21,0.0,Property Damage,0.0
858,2920,2013-02-20,0.0,Collision,0.0
859,2925,2024-12-31,18.39,Collision,18.39
860,2926,2024-04-21,56.25,Property Damage,56.25
861,2928,2022-11-23,0.0,Collision,0.0
862,2932,2004-04-28,0.0,Property Damage,0.0
863,2935,2022-09-17,94.78,Collision,94.78
864,2935,2023-09-24,63.33,Collision,63.33
865,2939,2022-04-28,0.0,Collision,0.0
866,2939,2017-07-04,0.0,Property Damage,0.0
867,2939,2019-05-19,0.0,Property Damage,0.0
868,2942,2004-06-17,0.0,Property Damage,0.0
869,2943,2014-11-20,286.09,Property Damage,286.09
870,2949,2022-11-16,10.8,Bodily Injury,10.8
871,2950,2006-03-12,115.72,Property Damage,115.72
872,2950,2013-03-01,101.07,Collision,101.07
873,2951,2010-01-05,79.91,Property Damage,79.91
874,2951,2014-09-04,52.78,Bodily Injury,52.78
875,2953,2023-11-13,40.55,Comprehensive,40.55
876,2956,2009-05-04,83.43,Comprehensive,83.43
877,2958,2024-11-14,250.15,Collision,250.15
878,2967,2023-01-01,148.78,Property Damage,148.78
879,2968,2020-05-12,0.0,Bodily Injury,0.0
880,2969,2016-02-23,43.11,Property Damage,43.11
881,2973,2011-06-14,118.32,Bodily Injury,118.32
882,2980,2024-05-14,115.89,Property Damage,115.89
883,2981,2018-09-26,60.78,Property Damage,60.78
884,2984,2024-01-12,36.57,Bodily Injury,36.57
885,2986,2018-10-17,0.0,Property Damage,0.0
886,2986,2011-06-15,0.0,Property Damage,0.0
887,2994,2022-03-18,433.64,Property Damage,433.64
888,2996,2024-12-31,160.85,Bodily Injury,160.85
889,2996,2024-12-31,187.99,Bodily Injury,187.99
890,2997,2020-01-20,271.02,Property Damage,271.02
891,2999,2019-07-29,75.89,Collision,75.89
892,3002,2014-07-23,0.0,Bodily Injury,0.0
893,3005,2002-07-09,0.0,Collision,0.0
894,3006,2017-09-16,0.0,Bodily Injury,0.0
895,3007,2019-11-29,6.73,Property Damage,6.73
896,3009,2010-06-18,0.0,Property Damage,0.0
897,3018,2024-03-28,0.0,Property Damage,0.0
898,3023,2022-07-29,34.44,Collision,34.44
899,3026,2016-10-07,0.0,Collision,0.0
900,3035,2024-12-23,7.08,Property Damage,7.08
901,3037,2022-06-30,107.56,Collision,107.56
902,3047,2015-11-09,0.0,Collision,0.0
903,3052,2018-08-17,16.32,Bodily Injury,16.32
904,3057,2024-06-05,20.91,Collision,20.91
905,3062,2016-01-19,80.04,Comprehensive,80.04
906,3069,2012-07-08,98.09,Bodily Injury,98.09
907,3074,2015-11-16,3.93,Collision,3.93
908,3076,2022-12-24,0.0,Comprehensive,0.0
909,3077,2024-02-17,0.0,Property Damage,0.0
910,3086,2022-03-30,101.98,Bodily Injury,101.98
911,3099,2007-01-31,0.0,Bodily Injury,0.0
912,3100,2016-02-06,33.9,Bodily Injury,33.9
913,3102,2004-02-05,209.73,Property Damage,209.73
914,3104,2008-07-13,0.0,Bodily Injury,0.0
915,3104,2009-05-24,0.0,Collision,0.0
916,3107,2022-08-19,0.0,Property Damage,0.0
917,3107,2018-10-02,0.0,Property Damage,0.0
918,3107,2021-10-12,0.0,Comprehensive,0.0
919,3109,2013-10-26,0.0,Collision,0.0
920,3114,2016-03-16,0.0,Comprehensive,0.0
921,3114,2010-03-14,0.0,Bodily Injury,0.0
922,3114,2017-12-21,0.0,Bodily Injury,0.0
923,3115,2019-05-28,0.0,Property Damage,0.0
924,3117,2022-01-13,27.6,Property Damage,27.6
925,3119,2024-02-12,0.0,Bodily Injury,0.0
926,3125,2024-08-07,39.67,Property Damage,39.67
927,3126,2021-10-10,467.58,Property Damage,467.58
928,3127,2023-09-20,14.15,Property Damage,14.15
929,3131,2015-01-03,15.43,Bodily Injury,15.43
930,3131,2021-01-07,9.05,Bodily Injury,9.05
931,3134,2013-08-20,374.26,Bodily Injury,374.26
932,3134,2013-12-07,260.98,Bodily Injury,260.98
933,3137,2008-03-11,2.52,Property Damage,2.52
934,3140,2019-08-28,0.0,Comprehensive,0.0
935,3141,2023-08-17,187.13,Collision,187.13
936,3143,2014-01-21,0.0,Bodily Injury,0.0
937,3158,2004-01-24,0.0,Collision,0.0
938,3159,2022-07-12,112.88,Collision,112.88
939,3164,2007-09-11,0.0,Property Damage,0.0
940,3164,2015-06-23,0.0,Property Damage,0.0
941,3164,2023-06-05,0.0,Property Damage,0.0
942,3166,2024-05-22,149.75,Bodily Injury,149.75
943,3167,2021-10-31,89.02,Collision,89.02
944,3171,2020-08-04,81.11,Property Damage,81.11
945,3172,2018-06-19,0.0,Bodily Injury,0.0
946,3176,2022-05-05,36.88,Collision,36.88
947,3177,2015-05-12,13.96,Bodily Injury,13.96
948,3180,2011-12-04,39.41,Bodily Injury,39.41
949,3193,2023-06-09,127.45,Bodily Injury,127.45
950,3194,2024-09-04,114.37,Property Damage,114.37
951,3201,2023-10-21,68.17,Bodily Injury,68.17
952,3202,2019-04-04,34.1,Property Damage,34.1
953,3208,2022-08-20,80.52,Bodily Injury,80.52
954,3210,2012-12-14,31.29,Bodily Injury,31.29
955,3214,2022-04-21,308.56,Property Damage,308.56
956,3217,2017-03-03,0.0,Property Damage,0.0
957,3227,2019-03-23,258.55,Comprehensive,258.55
958,3231,2015-11-09,5.98,Property Damage,5.98
959,3232,2024-10-06,24.43,Bodily Injury,24.43
960,3243,2017-04-26,48.11,Bodily Injury,48.11
961,3250,2016-06-03,44.55,Property Damage,44.55
962,3264,2012-10-25,0.0,Property Damage,0.0
963,3264,2002-11-29,0.0,Collision,0.0
964,3272,2024-09-06,44.6,Bodily Injury,44.6
965,3278,2011-06-28,10.0,Property Damage,10.0
966,3279,2024-12-31,0.0,Property Damage,0.0
967,3284,2023-05-16,70.19,Property Damage,70.19
968,3291,2022-09-19,147.37,Bodily Injury,147.37
969,3293,2018-12-27,0.0,Property Damage,0.0
970,3295,2024-09-01,0.0,Collision,0.0
971,3300,2021-01-01,0.0,Property Damage,0.0
972,3302,2024-05-31,0.44,Bodily Injury,0.44
973,3306,2002-02-11,3.68,Bodily Injury,3.68
974,3309,2015-01-25,53.0,Property Damage,53.0
975,3312,2023-05-26,101.71,Property Damage,101.71
976,3313,2020-02-06,276.64,Bodily Injury,276.64
977,3317,2022-07-06,25.61,Property Damage,25.61
978,3325,2010-06-01,0.0,Collision,0.0
979,3327,2016-09-17,0.0,Property Damage,0.0
980,3331,2019-01-28,157.35,Collision,157.35
981,3333,2008-02-06,372.7,Bodily Injury,372.7
982,3334,2023-02-06,37.45,Property Damage,37.45
983,3335,2016-08-25,0.0,Bodily Injury,0.0
984,3337,2001-08-29,56.71,Bodily Injury,56.71
985,3337,2005-01-08,18.49,Collision,18.49
986,3337,2014-01-24,60.45,Bodily Injury,60.45
987,3339,2004-07-10,72.39,Collision,72.39
988,3339,2019-07-29,27.04,Bodily Injury,27.04
989,3340,2012-07-16,0.0,Property Damage,0.0
990,3342,2010-09-09,60.65,Comprehensive,60.65
991,3343,2024-07-03,0.0,Bodily Injury,0.0
992,3344,2020-08-09,428.99,Collision,428.99
993,3350,2022-04-29,0.0,Property Damage,0.0
994,3352,2019-11-28,0.0,Property Damage,0.0
995,3362,2011-01-28,0.0,Comprehensive,0.0
996,3364,2014-02-22,0.0,Collision,0.0
997,3366,2024-09-29,25.14,Collision,25.14
998,3376,2012-05-11,101.84,Property Damage,101.84
999,3377,2010-05-20,0.0,Collision,0.0
1000,3381,2022-01-24,13.1,Property Damage,13.1
1001,3381,2020-07-27,7.77,Bodily Injury,7.77
1002,3384,2003-09-01,30.85,Comprehensive,30.85
1003,3389,2022-05-15,211.71,Property Damage,211.71
1004,3391,2020-11-11,41.46,Bodily Injury,41.46
1005,3410,2019-03-29,159.53,Property Damage,159.53
1006,3422,2019-01-27,0.0,Property Damage,0.0
1007,3424,2011-01-03,0.0,Comprehensive,0.0
1008,3427,2024-12-15,26.89,Property Damage,26.89
1009,3431,2021-12-18,182.77,Comprehensive,182.77
1010,3436,2007-05-13,99.33,Collision,99.33
1011,3436,2009-08-23,94.52,Property Damage,94.52
1012,3437,2024-06-04,243.66,Bodily Injury,243.66
1013,3438,2014-05-26,0.0,Property Damage,0.0
1014,3441,2024-09-27,0.0,Property Damage,0.0
1015,3448,2014-09-15,0.0,Property Damage,0.0
1016,3448,2018-12-23,0.0,Property Damage,0.0
1017,3451,2011-02-13,52.87,Bodily Injury,52.87
1018,3456,2010-04-16,299.93,Property Damage,299.93
1019,3461,2023-11-02,12.1,Collision,12.1
1020,3462,2011-06-25,135.2,Property Damage,135.2
1021,3466,2011-01-12,0.0,Collision,0.0
1022,3466,2008-06-26,0.0,Bodily Injury,0.0
1023,3466,2020-01-02,0.0,Property Damage,0.0
1024,3469,2021-06-21,28.14,Property Damage,28.14
1025,3470,2013-04-09,0.0,Collision,0.0
1026,3473,2023-10-06,173.17,Comprehensive,173.17
1027,3482,2021-04-15,0.0,Property Damage,0.0
1028,3488,2024-05-07,76.79,Bodily Injury,76.79
1029,3501,2024-09-23,0.0,Bodily Injury,0.0
1030,3502,2023-12-28,152.09,Bodily Injury,152.09
1031,3504,2003-09-16,217.47,Property Damage,217.47
1032,3511,2022-07-08,0.0,Property Damage,0.0
1033,3512,2015-04-15,144.47,Comprehensive,144.47
1034,3512,2001-05-27,57.92,Bodily Injury,57.92
1035,3514,2018-12-28,0.0,Property Damage,0.0
1036,3518,2006-01-16,265.17,Collision,265.17
1037,3528,2001-11-23,47.9,Property Damage,47.9
1038,3535,2023-08-27,120.63,Collision,120.63
1039,3539,2024-02-18,0.0,Property Damage,0.0
1040,3539,2022-07-14,0.0,Collision,0.0
1041,3557,2004-05-21,0.0,Bodily Injury,0.0
1042,3562,2018-09-09,327.92,Bodily Injury,327.92
1043,3571,2017-06-10,30.51,Bodily Injury,30.51
1044,3577,2009-11-16,79.08,Bodily Injury,79.08
1045,3579,2002-02-14,126.61,Collision,126.61
1046,3580,2012-04-14,63.81,Property Damage,63.81
1047,3581,2021-06-03,155.04,Collision,155.04
1048,3581,2024-12-18,159.09,Bodily Injury,159.09
1049,3582,1998-12-12,209.27,Property Damage,209.27
1050,3587,2021-05-28,40.5,Bodily Injury,40.5
1051,3598,2020-03-18,0.0,Property Damage,0.0
1052,3599,2018-12-03,47.18,Bodily Injury,47.18
1053,3599,2023-06-07,33.87,Bodily Injury,33.87
1054,3604,2010-04-30,0.0,Property Damage,0.0
1055,3605,2005-05-17,27.4,Property Damage,27.4
1056,3606,2021-08-17,48.41,Bodily Injury,48.41
1057,3608,2021-10-11,12.29,Bodily Injury,12.29
1058,3613,2019-06-22,78.28,Property Damage,78.28
1059,3623,2023-08-05,257.24,Bodily Injury,257.24
1060,3631,2004-08-26,0.0,Collision,0.0
1061,3633,2023-12-31,0.0,Property Damage,0.0
1062,3633,2017-02-05,0.0,Comprehensive,0.0
1063,3644,2011-05-02,64.34,Property Damage,64.34
1064,3645,2023-02-19,1.86,Bodily Injury,1.86
1065,3646,2013-06-29,33.96,Comprehensive,33.96
1066,3647,2016-12-18,0.0,Property Damage,0.0
1067,3652,2024-06-01,100.63,Bodily Injury,100.63
1068,3662,2022-01-23,266.82,Property Damage,266.82
